id	cate_id	orig_id	uid	uname	key_id	title	content	intro	img	price	rates	url	type	hits	likes	comments	cmt_taobao_time	add_time	tag_cache	comments_cache	seo_title	seo_keys	seo_desc	ordid	status	lisort	album_id	rateofliwu	isselected	host
3509	8	1	0	网站管理员	NULL	不纸如此 多用记事本		不纸如此 多用记事本	1407/01/53b2814f3d6ff.jpg	35.00	0.00	http://item.taobao.com/item.htm?spm=a230r.1.14.1.gVPB5Y&id=15444190233&ns=1#detail	1	9	1	0	0	1403934741	a:3:{i:1229;s:9:"牛皮纸";i:20;s:6:"水洗";i:2066;s:6:"多用";}					255	1	0	0	0.00	0	
43	38	1	0	网站管理员	NULL	多功能空气净化器 每天都能呼吸到新鲜空气		对于刚搬新家的人来说，空气里会有很多有害物质，送ta一款空气净化器吧，让ta的家不再有污染，让ta每天都能享受大自然的清新。	1403/26/5332401ea1942.jpg	298.00	0.00	http://item.taobao.com/item.htm?spm=a230r.1.14.333.EyhEPJ&id=36130463805&_u=qup0jehb826	1	13	0	0	0	1395802142	a:3:{i:469;s:9:"净化器";i:445;s:9:"加湿器";i:170;s:6:"香薰";}					255	1	0	0	0.00	0	
31	6	1	0	网站管理员	NULL	黑檀木梳子 健康从头开始		这把木梳由黑檀木制成，高档纯天然，保健防静电。有了它，顺发更顺心。把这把梳子送给妈妈，再亲自给她梳上一回头发，妈妈一定会感动。	1403/25/5330e1ab113b8.jpg	100.00	0.00	http://item.taobao.com/item.htm?id=36271218968&clk1=a001252caa27a63d6e7d3ab6bfd90e56&upsid=a001252caa27a63d6e7d3ab6bfd90e56	1	14	1	0	0	1395712427	a:3:{i:489;s:6:"梳子";i:490;s:6:"檀木";i:434;s:6:"保健";}					255	1	0	0	0.00	0	
32	4	1	0	网站管理员	NULL	施华洛世奇手表 每一秒都把她放在心里		这款闪亮着水晶光芒的手表，灵感来自于树叶，造型非常独特，加之施华洛世奇元素，整款手表非常奢华。手表代表着时间，送一个手表给女友，代表了你每一秒都把她放在心里。	1403/25/5330f93b76819.jpg	498.00	0.00	http://item.taobao.com/item.htm?spm=a230r.1.14.1.kmJV8V&id=36540420502&clk1=9f9626178cc55612ef2a7a0b43df5a32&upsid=9f9626178cc55612ef2a7a0b43df5a32	1	3	0	0	0	1395718460	a:1:{i:344;s:6:"手表";}					255	1	0	0	0.00	0	
395	23	1	0	网站管理员	NULL	可定制黑胶唱片和车载CD 刻上你想说的话		互联网的出现，让我们错过了写信的时代。其实心里一直有份爱，只是每每提起笔来不知该写些什么，好在这个时代不缺情歌，既然不知该如何写，那就送他一首情歌吧！	1404/08/534397803303c.jpg	24.00	0.00	http://item.taobao.com/item.htm?spm=a230r.1.14.34.7yAxtY&id=17543388315&_u=7up0jeh6b1d	1	12	0	0	0	1396938624	a:4:{i:846;s:6:"黑胶";i:1361;s:6:"车载";i:463;s:6:"定制";i:847;s:6:"唱片";}					255	1	0	0	0.00	0	
47	37	1	0	网站管理员	NULL	串珠台灯  红红火火、美美满满		古代人结婚要准备红烛，现在家家户户已不再用蜡烛，但台灯却代替红烛成了人们新婚之夜的装饰品。这盏台灯外观更是绚丽，足以表达对新婚夫妇生活红红火火、美美满满的祝愿。	1403/26/533284ce03a82.jpg	117.00	0.00	http://detail.tmall.com/item.htm?id=10890245859&ali_trackid=2:mm_33454142_4292838_14534273,0:1395813910_3k6_879417149&upsid=af53a159157ae17e14d0a159976a185d&clk1=af53a159157ae17e14d0a159976a185d	1	2	0	0	0	1395815303	a:2:{i:164;s:6:"台灯";i:174;s:6:"摆件";}					255	1	0	0	0.00	0	
48	37	2	0	网站管理员	NULL	白瓷天鹅摆件 忠贞不渝的爱情		这款玉瓷天鹅摆件，造型是两只相对的天鹅。天鹅象征着忠贞不渝、不离不弃的爱情。作为结婚礼物，它不仅显美观大方，还能象征新人的爱情、表达自己的美好祝福。	1404/09/5344f48d3c6f7.jpg	241.20	0.00	http://redirect.simba.taobao.com/rd?w=unionnojs&f=http%3A%2F%2Fre.taobao.com%2Feauction%3Fe%3Dbulynx9fb1vghojqVNxKsUIOy2qdxHhoWUgXPn%252FBwdSLltG5xFicOSZqewpHPyZzcrQI99nt3jHEUfQEHgg%252BFimPjQ86mdioUTm3B0pW5%252F2B3ujUJI0OeA%253D%253D%26ptype%3D100010&k=e2e107a2b72ca1b1&c=un&b=alimm_0&p=mm_45444335_4204159_21348715	1	10	0	0	0	1395816325	a:2:{i:499;s:12:"白瓷摆件";i:496;s:6:"天鹅";}					255	1	0	0	0.00	0	
49	37	1	0	网站管理员	NULL	宝石花朵高跟鞋 给她一个公主梦		结婚是一辈子的大事，不奢华一回怎么行。这款高跟鞋源自欧洲私人设计，华丽大气。送一双给要结婚的女人，帮她实现公主梦。	1403/27/5333808dbcfed.jpg	1986.00	0.00	http://item.taobao.com/item.htm?id=35600468615&ali_trackid=2:mm_33454142_4292838_14534273,0:1395816334_6k1_545048452&upsid=4e855fbf26dada7668208a79852a879c&clk1=4e855fbf26dada7668208a79852a879c	1	13	0	0	0	1395817612	a:2:{i:111;s:9:"高跟鞋";i:500;s:6:"宝石";}					255	1	0	0	0.00	0	
400	5	1	0	网站管理员	NULL	纯正山区藕粉    传统滋补佳品 		藕粉是营养价值极高的滋养食品，简易一冲就可食用且味道鲜美。来自于无污染山区的藕粉，除了打粉过程外，挑拣、清洗、晾晒，都是人工制作。它的营养价值，你懂的。记得，用烧开的水冲泡，效果更好哦。	1404/08/5343a865dfb84.jpg	58.00	0.00	http://item.taobao.com/item.htm?id=20227731251&clk1=d6678ea50c353345b1d8a34012f0f7ac&upsid=d6678ea50c353345b1d8a34012f0f7ac	1	9	0	0	0	1396942950	a:1:{i:1363;s:6:"藕粉";}					255	1	0	0	0.00	0	
401	25	1	0	网站管理员	NULL	美国Summer Infant自动泡泡制造机  宝宝洗澡好伙伴 		泡泡，对于小宝贝来说，那真是喜欢得不得了，都要伸手去抓呢。在宝贝儿哭着闹着不愿意洗澡的时候，把这个泡泡机打开，宝贝儿就会乖乖地进浴缸里了，不让去都不行了呢。	1404/08/5343aed5a120c.jpg	185.00	0.00	http://item.taobao.com/item.htm?spm=a1z0w.6633025.350711525.4.177fac&id=17250723235	1	3	0	0	0	1396944597	a:1:{i:1951;s:9:"泡泡机";}					255	1	0	0	0.00	0	
396	23	2	0	网站管理员	NULL	花花公子西部牛仔钱包 2014最新款		每个人心中都有个“花花公子”，每个男人也都需要款钱包。追求自由不羁，现在就带上它，开启一段属于他的冒险之旅。	1404/08/5343a10f180c3.JPG	498.00	0.00	http://detail.tmall.com/item.htm?spm=a220m.1000858.1000725.21.nsp920&id=38124978211&_u=8up0jehd10b&areaId=330200&user_id=844428407&is_b=1&cat_id=2&q=%C7%AE%B0%FC&rn=f6ff07ac29f730d195fb74dcaf9c8af4	1	2	0	0	0	1396941071	a:2:{i:396;s:6:"钱包";i:1362;s:12:"花花公子";}					255	1	0	0	0.00	0	
52	37	2	0	网站管理员	NULL	可定制樱花木质碗筷 一辈子快快乐乐		木质对碗对筷樱花套装，代表着一生一世的爱和一辈子快快乐乐的祝福。酸枣木材质，坚固雅致，和爱情一样经得起时间的检验。	1404/04/533e72d1a773b.jpg	167.00	0.00	http://detail.tmall.com/item.htm?spm=a230r.1.14.1.ScD4HP&id=19702719255&ad_id=&am_id=&cm_id=140105335569ed55e27b&pm_id=	1	10	0	0	0	1395824758	a:2:{i:492;s:6:"餐具";i:487;s:12:"结婚礼物";}					255	1	0	0	0.00	0	
53	38	1	0	网站管理员	NULL	月亮夜灯    家中的私人月亮		一款像月亮一样的夜灯，就用它来定制私人月亮。一个夜晚，一抹绿意，一盏台灯。来，掬一捧月光入梦吧！	1403/27/53337fd8cf7e5.jpg	499.00	0.00	http://item.taobao.com/item.htm?id=36446139444&ali_trackid=2:mm_33454142_4292838_14534273,0:1395883982_3k3_23796811&upsid=4185dbdc362c05adc51ffb9a53030e34&clk1=4185dbdc362c05adc51ffb9a53030e34	1	1	0	0	0	1395883993	a:2:{i:516;s:6:"夜灯";i:517;s:6:"实木";}					255	1	0	0	0.00	0	
54	38	1	0	网站管理员	NULL	紫蝴蝶兰盆栽  蝴蝶飞到家里啦		迁入刚装修好的新居，总是担心会呼吸到被污染的空气。紫色蝴蝶兰盆栽高洁清雅，不仅可以净化空气，还寓意着幸福美满。	1406/23/53a7bd6a66d01.jpg	280.12	0.00	http://item.taobao.com/item.htm?spm=a230r.1.14.105.aAuKWu&id=4278690174	1	6	0	0	0	1395885643	a:2:{i:519;s:6:"盆栽";i:545;s:12:"紫蝴蝶兰";}					255	1	0	0	0.00	0	
55	38	1	0	网站管理员	NULL	大水罐花瓶 养花装饰都可		这款花瓶像个水罐，充满欧洲的园艺风，古典而又大气。送一个给乔迁之人，既可养花，又可装饰。	1403/27/5333883039b73.jpg	248.00	0.00	http://detail.tmall.com/item.htm?id=24557348236&ali_trackid=2:mm_33454142_4292838_14534273,0:1395884393_3k4_1829910398&upsid=7cf65e44c7dc7114181e9c6986d34bc4&clk1=7cf65e44c7dc7114181e9c6986d34bc4	1	1	0	0	0	1395886128	a:2:{i:521;s:6:"花瓶";i:520;s:6:"水罐";}					255	1	0	0	0.00	0	
381	37	1	0	网站管理员	NULL	吉祥三宝小鹿摆件  幸福的一家		对于马上要步入幸福婚姻的朋友，我们最能给的就是真心的祝福了。看他们那幸福的样子，是不是很快就会有小宝宝了呢。用吉祥三宝，祝福他们吉祥如意、早生贵子吧。	1404/04/533e7742ab999.jpg	128.00	0.00	http://item.taobao.com/item.htm?id=14375552217&ali_trackid=2:mm_33454142_4292838_14534273,43137451:1396602627_3k5_1250739101&upsid=c88559a1ec3c3728ed5fccf3208ee14e&clk1=c88559a1ec3c3728ed5fccf3208ee14e	1	2	0	0	0	1396602690	a:2:{i:174;s:6:"摆件";i:458;s:6:"陶瓷";}					255	1	0	0	0.00	0	
57	38	1	0	网站管理员	NULL	野百合陶瓷餐具 用餐更美妙		这套有着野百合的餐具，采用了釉上彩的方法施于器物表面。高品质使得它抗腐蚀、耐磨损，经常使用都能历久弥新。送一套给乔迁之人，希望他用餐越来越顺心。 	1403/27/533391f07ff7a.jpg	168.00	0.00	http://item.taobao.com/item.htm?id=17569433401&ali_trackid=2:mm_33454142_4292838_14534273,0:1395887535_3k5_1097739542&upsid=be4ccff02bb7092de826469b6a3ce879&clk1=be4ccff02bb7092de826469b6a3ce879	1	6	0	0	0	1395888624	a:2:{i:492;s:6:"餐具";i:458;s:6:"陶瓷";}					255	1	0	0	0.00	0	
65	22	1	0	网站管理员	NULL	仿古苹果留声机音响 让他享受一回另类的音乐		当你发现自己的男友是一位热爱音乐，也是特别有品味的男人的时候，每当送礼物将会是你的一件头痛事。别怕，我们看看这款复古式留声机的音响，能否打动他，除了精致的做工，完美的造型。你可以想象一下，他下了班，只要手机往上面一放，全身的疲劳多会在这美妙的音乐中轻松畅爽起来~​	1403/27/5333c52a88b07.jpg	559.00	0.00	http://item.taobao.com/item.htm?id=14698529997	1	11	0	0	0	1395901739	a:4:{i:553;s:9:"留声机";i:560;s:12:"复古礼物";i:555;s:6:"音响";i:561;s:12:"苹果手机";}					255	1	0	0	0.00	0	
59	38	1	0	网站管理员	NULL	纸巾盒 精致与实用并存		这款纸巾盒由环保树脂制衡，性能稳定，不易褪色。加上它看起来就像是在田野间自由成长的公主，既野气又高贵。送一个给乔迁之人，让他每次用纸巾心情都会格外美妙。	1403/27/53339b6a722a9.jpg	79.00	0.00	http://detail.tmall.com/item.htm?id=20959180893&ali_trackid=2:mm_33454142_4292838_14534273,0:1395889968_3k1_1501517419&upsid=cc22081eac442c16cdd18fd8cbbe0274&clk1=cc22081eac442c16cdd18fd8cbbe0274	1	13	0	0	0	1395890737	a:1:{i:533;s:9:"纸巾盒";}					255	1	0	0	0.00	0	
60	4	1	0	网站管理员	NULL	木质复古打字机八音盒 文艺女的音乐梦		女孩心中都有着音乐盒梦，每一首曲子，都藏着一个感人的故事。这款八音盒有着复古打字机的外形，木质的材质，不曾相识，却一见钟情。	1403/27/53339b5cb16cb.jpg	271.00	0.00	http://item.taobao.com/item.htm?id=20323052912&spm=2014.21069764.21608034.0&clk1=3c709186d1260c6e3c5a97276ab7dd10&upsid=3c709186d1260c6e3c5a97276ab7dd10	1	563	66	0	0	1395891036	a:6:{i:536;s:9:"八音盒";i:537;s:9:"打字机";i:510;s:6:"木质";i:28;s:6:"复古";i:538;s:6:"文艺";i:425;s:6:"女友";}					255	1	0	0	0.00	0	
66	38	1	0	网站管理员	NULL	铜底玻璃蜡烛灯摆件  典致的烛光晚餐		当你的朋友搬进新家的时候，对于屋子里面的每一样东西多会非常的在意。送TA一款蜡烛灯摆件，白天放到茶几或者餐桌上，可当成摆件。而到了晚上，这个摆件会格外的具有浪漫气息~	1403/27/5333d129bca48.jpg	288.00	0.00	http://detail.tmall.com/item.htm?spm=a1z10.1.w4004-2630027777.1.KGW6J6&id=4616499506	1	11	0	0	0	1395904809	a:3:{i:566;s:9:"蜡烛灯";i:174;s:6:"摆件";i:567;s:12:"乔迁礼物";}					255	1	0	0	0.00	0	
62	4	1	0	网站管理员	NULL	DIY小屋 带她进入潘多拉的世界		这个小屋充满浪漫和创意,可吊可挂可摆，一体玻璃球形罩带声控。而且内置小屋以及摆设都非常迷你，显得很梦幻和精致。送给女友，让她体验diy的乐趣。	1403/27/53339e2a47ddd.jpg	58.00	0.00	http://detail.tmall.com/item.htm?spm=a220o.1000855.w5003-5323227647.2.aYLFJz&id=35758380882&is_b=1&cat_id=2&q=&rn=eb201cdcadf78019cd95f75a8778111c&scene=taobao_shop	1	12	1	0	0	1395891754	a:1:{i:4687;s:9:"DIY礼物";}					255	1	0	0	0.00	0	
63	3	1	0	网站管理员	NULL	紫檀木项坠  定制属于自己印章		 如果你的闺蜜是一位文艺范十足的女孩，你会发现她喜欢打扮的比较自在素雅，所以你平时送礼的范围较小。没事，懂懂为你推荐这款小叶紫檀材质的项坠，搭配银刻云朵，整个设计有一种无拘无束的逍遥境界~	1403/27/5333a27e778b0.jpg	348.00	0.00	http://item.taobao.com/item.htm?id=26190624120&spm=2014.21069764.21608034.0&clk1=145fffb39de8d1372d29d16e72500026&upsid=145fffb39de8d1372d29d16e72500026#	1	11	0	0	0	1395892862	a:2:{i:1839;s:15:"紫檀木印章";i:482;s:12:"定制礼物";}					255	1	0	0	0.00	0	
2777	369	2	0	网站管理员	NULL	欧式复古尼泊尔台灯 		欧式复古尼泊尔台灯 	1406/09/539555fc712a4.jpg	78.40	0.00	http://detail.tmall.com/item.htm?spm=a220o.1000855.0.0.atKqbm&id=35844303536&rn=72baad599080035eeb694b666fb22138&acm=03054.1003.1.54951&uuid=ed9tBy02&abtest=_AB-LR32-PV32_530&scm=1003.1.03054.ITEM_35844303536_54951&pos=1	1	27	0	0	0	1402295804	a:4:{i:4057;s:9:"尼泊尔";i:530;s:6:"欧式";i:164;s:6:"台灯";i:28;s:6:"复古";}					255	1	0	0	0.00	0	
380	22	1	0	网站管理员	NULL	银行卡大小的剃须刀 偷偷塞进他的钱包里		想不想在生日或情人节的时候给他一份既特别又有创意的礼物？这款剃须刀方便携带又时尚潮流，可以以很不可思议的超薄设计装进他的钱包之中。没错，你可以趁你的男友不注意时将这个剃须刀藏进他的钱包里，然后就等着他的惊喜吧。	1404/04/533e7304eb593.jpg	28.00	0.00	http://item.taobao.com/item.htm?id=37479963539&ali_trackid=2:mm_33454142_4292838_14534273,43137451:1396601069_3k6_159989686&upsid=14c2c92e9bf1f70832f0ef6e0bc580f5&clk1=14c2c92e9bf1f70832f0ef6e0bc580f5	1	3	0	0	0	1396601226	a:2:{i:1306;s:9:"剃须刀";i:456;s:6:"创意";}					255	1	0	0	0.00	0	
553	6	1	0	网站管理员	NULL	佛经珍藏礼盒		佛经珍藏礼盒	1404/12/53489f330ae3d.jpg	64.00	0.00	http://item.taobao.com/item.htm?id=36054453749&clk1=888089362ca4989388122a1b0620309c&upsid=888089362ca4989388122a1b0620309c	1	12	0	0	0	1397266207	a:3:{i:1681;s:6:"佛经";i:764;s:6:"礼盒";i:1014;s:6:"珍藏";}					255	1	0	0	0.00	0	
554	24	2	0	网站管理员	NULL	陶瓷茶罐     云雾缭绕，茶香弥漫		伍家坊陶瓷茶罐，陶瓷窑变色；铜扣的设计，具有中国古风，且方便取出茶叶；内壁光滑，便于清洗。在众多颜色之中，懂懂首推芳草绿一色。它就像被雾气遮住后的山峰，那青色的山峰若隐若现。品茶之时，茶雾迷蒙，那山峰似乎就在眼前了......	1404/26/535b55eb2f58a.jpg	96.00	0.00	http://detail.tmall.com/item.htm?id=17048632546&ali_trackid=2:mm_33454142_4292838_14534273,43137451:1397266632_6k3_134584422&upsid=ca198627388d3eaf89b19fb65ef5f19b&clk1=ca198627388d3eaf89b19fb65ef5f19b	1	2	0	0	0	1397266970	a:2:{i:2153;s:6:"茶罐";i:458;s:6:"陶瓷";}					255	1	0	0	0.00	0	
604	24	2	0	网站管理员	NULL	加厚不锈钢旋转密封烟灰缸  妈妈不唠叨有烟灰了		老爸吸烟的时候，妈妈总会唠叨烟味大，地上有烟灰不好打扫。这款旋转密封不锈钢烟灰缸，关闭后的盖子密封性好，烟蒂丢进去，旋转一下，烟雾立马就被吞没了! 烟位大小也恰到好处，轻轻一搁就能很好掐住香烟。烟灰，任它们如何飞也飞不出来! 	1404/14/534b7038098d7.jpg	150.00	0.00	http://detail.tmall.com/item.htm?id=19612651540&clk1=509353bfdcd525f3c04acfeb895ade21&upsid=509353bfdcd525f3c04acfeb895ade21	1	11	0	0	0	1397452856	a:2:{i:474;s:9:"烟灰缸";i:402;s:6:"金属";}					255	1	0	0	0.00	0	
544	7	1	0	网站管理员	NULL	中国古典风同学录  收录美好回忆		偏爱复古的东西，好像里面沉淀着很多时间很多故事。中国古典风同学录，把和同学之间的美好故事都收录进去，多年后翻开那泛黄的纪念册，是不是也很有味道呢？	1404/11/53479c4f5b5b8.jpg	31.62	0.00	http://item.taobao.com/item.htm?spm=a230r.1.0.0.ldAZOr&id=36148246807	1	12	0	0	0	1397201999	a:3:{i:1661;s:6:"中国";i:1238;s:9:"同学录";i:448;s:6:"古典";}					255	1	0	0	0.00	0	
545	25	1	0	网站管理员	NULL	磁悬浮魔法飞碟儿童益智玩具  给孩子变个魔法		男孩子小的时候，是好奇心最重的时候，一般的过家家游戏并不能吸引他。磁悬浮玩具，给孩子变个“魔法”，挑起他的好奇心，激发他的探索兴趣，也许不久后世界上就又多了个物理学家。	1404/11/5347a1f45260f.jpg	19.30	0.00	http://item.taobao.com/item.htm?spm=a230r.1.0.0.L8evnL&id=19388678998	1	12	0	0	0	1397203444	a:2:{i:1382;s:6:"飞碟";i:1492;s:12:"益智玩具";}					255	1	0	0	0.00	0	
546	5	1	0	网站管理员	NULL	Laduree玫瑰花腮红		收到玫瑰，无论何时，对于女人来说都是一种甜蜜。日本限量版Laduree玫瑰腮红，适合任何肤质，瞬间就能提升气质。而它玫瑰花的外形，让她一眼就爱上。	1404/11/5347ae586ae07.jpg	250.00	0.00	http://item.taobao.com/item.htm?spm=a230r.1.0.0.XApYV3&id=36068061254	1	13	0	0	0	1397206617	a:3:{i:122;s:6:"腮红";i:453;s:0:"";i:486;s:12:"创意礼物";}					255	1	0	0	0.00	0	
547	24	1	0	网站管理员	NULL	感恩书   那些想对爸爸说的话		从小到大，老爸或严厉，或宽容，但无一例外的是他对儿女的疼爱不减一分。而他的疼爱，也从不要求我们回报。现在，你积攒了几十年的话，现在还不想对老爸说一说吗？	1404/17/534f73cebbe14.jpg	25.00	0.00	http://item.taobao.com/item.htm?spm=a230r.1.14.22.4uWlcm&id=18006980020	1	2	0	0	0	1397207285	a:1:{i:1927;s:9:"感恩书";}					255	1	0	0	0.00	0	
548	24	1	0	网站管理员	NULL	天然油菜花粉  给老爸健康		老爸，是心目中的第一个英雄。我们长大了，英雄却老了。油菜花粉含黄酮醇，能增强毛细血管强度，具有抗动脉硬化、降血脂和胆固醇、镇痛、抗便秘等作用，对前列腺炎的功效达90%，还可促进静脉曲张性溃疡好转，是中老年男性的最佳保健食物。送健康给老爸，不会说你乱花钱。	1404/11/5347b39063e44.jpg	26.00	0.00	http://item.taobao.com/item.htm?spm=a230r.1.14.305.6CTaro&id=3572554105	1	2	0	0	0	1397207952	a:1:{i:1926;s:9:"保健品";}					255	1	0	0	0.00	0	
549	335	1	0	网站管理员	NULL	纯手工竹制方形礼盒		纯手工竹制方形礼盒	1404/12/5348945e93bee.jpg	35.00	0.00	http://item.taobao.com/item.htm?id=20221997590&spm=2014.21481949.1.0	1	11	0	0	0	1397265502	a:4:{i:1670;s:6:"竹制";i:764;s:6:"礼盒";i:1671;s:6:"方形";i:473;s:6:"手工";}					255	1	0	0	0.00	0	
550	3	1	0	网站管理员	NULL	小心意洁面礼盒套装  一次送个“够”		挑挑拣拣、犹犹豫豫，不知道到底送什么才能让她喜欢......女孩子都爱美，洁面套装——手工皂、洁面海绵、琉璃皂盒、纯棉毛巾等等，一次性把好礼都送到位。小心意要变成大心意了~	1404/12/534894c2bc84d.jpg	195.00	0.00	http://item.taobao.com/item.htm?id=12788464734&ali_trackid=2:mm_33454142_4292838_14534273,43137451:1397265581_3k2_454826992&upsid=6298e8f1f253b393b9e4677f4ccca89f&clk1=6298e8f1f253b393b9e4677f4ccca89f	1	2	1	0	0	1397265602	a:1:{i:1853;s:12:"洁面套装";}					255	1	0	0	0.00	0	
